state,district,market,commodity,min_price,max_price,modal_price
Odisha,Dhenkanal,Hindol APMC,Brinjal,1800,2200,2000
Odisha,Dhenkanal,Hindol APMC,Onion,1500,2000,1800
Tripura,Sepahijala,Jampuijala APMC,Green Chilli,9000,11000,10000
Tripura,Sepahijala,Jampuijala APMC,Rice,4000,4400,4200
West Bengal,Hooghly,Kalipur APMC,Onion,1300,1500,1400
West Bengal,Hooghly,Kalipur APMC,Tomato,900,1100,1000
West Bengal,Hooghly,Kalipur APMC,Sweet Pumpkin,2000,2200,2200
Punjab,Tarntaran,Harike APMC,Carrot,600,700,650
Tamil Nadu,Namakkal,Tiruchengode APMC,Ashgourd,1400,1600,1500
Tamil Nadu,Namakkal,Tiruchengode APMC,Green Chilli,4500,5000,4750
Tamil Nadu,Namakkal,Tiruchengode APMC,Tapioca,2600,3000,2800
Tamil Nadu,Namakkal,Tiruchengode APMC,Bitter gourd,4500,5000,4750
Tamil Nadu,Namakkal,Tiruchengode APMC,Cucumbar(Kheera),7000,8000,7500
Tamil Nadu,Namakkal,Tiruchengode APMC,Guava,6200,7000,6600
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Banana,4000,5000,4500
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Papaya,3000,4000,3500
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Ginger(Green),7000,7600,7300
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Carrot,3500,4500,4000
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Snakeguard,2500,3000,2750
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Mango(Raw-Ripe),4500,5000,4750
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai) APMC,Onion,2000,2500,2250
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai) APMC,Bhindi(Ladies Finger),3800,4400,4100
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai) APMC,Ginger(Green),7400,8000,7700
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai) APMC,Coconut,5200,6000,5600
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai) APMC,Snakeguard,2500,3000,2750
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai) APMC,Mint(Pudina),3600,4000,3800
Tamil Nadu,Ariyalur,Jeyankondam (Uzhavar Sandhai ) APMC,Tomato,1600,2000,1800
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Banana,6500,7000,6750
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Grapes,8000,19000,13500
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Chikoos(Sapota),3500,4000,3750
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Bottle gourd,1800,2200,2000
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),4800,5400,5100
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Green Chilli,4000,4400,4200
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Beans,7000,7600,7300
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Ginger(Green),6000,6700,6350
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Sweet Potato,2000,2600,2300
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Beetroot,4000,4400,4200
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Capsicum,4500,5000,4750
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Green Avare(W),5500,6000,5750
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),3800,4800,4300
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Karbuja(Musk Melon),3000,3600,3300
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Lemon,13000,13800,13400
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),6500,7000,6750
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Sweet Corn ,3500,4000,3750
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Coriander(Leaves),5500,6000,5750
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Mousambi(Sweet Lime),5500,6000,5750
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Bitter gourd,4500,4800,4650
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Beans,7500,8000,7750
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Sweet Potato,3000,3500,3250
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Carrot,4200,4800,4500
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Cabbage,1800,2200,2000
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Thondekai,2500,3000,2750
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Drumstick,2800,3200,3000
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),4500,9000,6750
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Knool Khol,3000,3500,3250
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Guava,5500,6000,5750
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Onion Green,2800,3200,3000
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Mint(Pudina),3500,4000,3750
Haryana,Jind,Narwana APMC,Cauliflower,1000,1000,1000
Haryana,Jind,Narwana APMC,Cucumbar(Kheera),1500,1500,1500
Uttar Pradesh,Raebarelli,Lalganj APMC,Bottle gourd,1300,1500,1400
Uttar Pradesh,Jalaun (Orai),Madhogarh APMC,Wheat,2585,2590,2586
Uttar Pradesh,Amroha,Hasanpur APMC,Gur(Jaggery),3520,3650,3600
Uttar Pradesh,Amroha,Hasanpur APMC,Tomato,1850,2020,2000
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ) APMC,Coriander(Leaves),5000,6000,5500
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ) APMC,Chikoos(Sapota),3500,4000,3750
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ) APMC,Amaranthus,3000,4000,3500
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ) APMC,Carrot,4500,5000,4750
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ) APMC,Brinjal,2000,2500,2250
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ) APMC,Beetroot,2500,4500,3500
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ) APMC,Tender Coconut,3500,4000,3750
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),7000,8000,7500
Uttar Pradesh,Lucknow,Banthara APMC,Arhar(Tur/Red Gram)(Whole),11148,11168,11158
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Potato,2400,2800,2600
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Garlic,12000,15000,13500
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Tomato,1600,2000,1800
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Pumpkin,1600,2000,1800
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Green Chilli,3500,4000,3750
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Tapioca,2500,3000,2750
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Cabbage,1600,2000,1800
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Beetroot,4000,4500,4250
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Raddish,2400,2800,2600
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Capsicum,5500,6000,5750
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),5000,6000,5500
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Guava,5000,6000,5500
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Mashrooms,18000,20000,19000
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Turnip,2500,3000,2750
Uttar Pradesh,Kanpur Dehat,Pukharayan APMC,Banana,2760,2790,2780
Uttar Pradesh,Kanpur Dehat,Pukharayan APMC,Pomegranate,7440,7470,7460
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit) APMC,Ginger(Green),3000,5000,4500
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit) APMC,Capsicum,1500,3500,3000
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit) APMC,Cauliflower,1200,1600,1500
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit) APMC,Cucumbar(Kheera),800,2200,2000
Uttar Pradesh,Agra,Samsabad APMC,Tomato,1000,1200,1100
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ) APMC,Amaranthus,2000,2500,2250
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ) APMC,Papaya,3000,3500,3250
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ) APMC,Cabbage,2500,3000,2750
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),3000,3500,3250
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ) APMC,Raddish,1500,2000,1750
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ) APMC,Lemon,16500,17000,16750
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ) APMC,Colacasia,4500,5000,4750
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),7500,8000,7750
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ) APMC,Sweet Corn ,3500,4000,3750
Tripura,Dhalai,Masli,Tomato,1000,1500,1200
Madhya Pradesh,Shivpuri,Barad APMC,Mustard,5805,6775,6650
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ) APMC,Onion,1800,2200,2000
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ) APMC,Banana,7000,8000,7500
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ) APMC,Tomato,1600,2000,1800
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ) APMC,Bitter gourd,4000,4500,4250
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ) APMC,Banana - Green,3400,3800,3600
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),4000,4500,4250
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ) APMC,Green Avare(W),5500,6000,5750
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ) APMC,Groundnut,6000,7000,6500
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ) APMC,Tapioca,4000,5000,4500
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ) APMC,Carrot,3000,3000,3000
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ) APMC,Cauliflower,3000,3000,3000
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ) APMC,Cabbage,2500,2500,2500
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),6000,7000,6500
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ) APMC,Chow Chow,3000,3000,3000
Tamil Nadu,Cuddalore,Chidambaram(Uzhavar Sandhai ) APMC,Tomato,1500,1500,1500
Tamil Nadu,Cuddalore,Chidambaram(Uzhavar Sandhai ) APMC,Onion Green,3500,3500,3500
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ) APMC,Coriander(Leaves),5000,5000,5000
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ) APMC,Ashgourd,2000,2000,2000
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ) APMC,Banana - Green,2500,2500,2500
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ) APMC,Green Avare(W),7000,10000,8500
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ) APMC,Chow Chow,2500,2500,2500
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ) APMC,Onion Green,3500,3500,3500
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ) APMC,Brinjal,3000,3000,3000
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ) APMC,Tomato,2000,2000,2000
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ) APMC,Amaranthus,2000,2500,2250
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ) APMC,Carrot,4000,4000,4000
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ) APMC,Onion,2000,2500,2250
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ) APMC,Drumstick,4000,4000,4000
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ) APMC,Potato,2000,3000,2500
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ) APMC,Cluster beans,3000,3000,3000
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ) APMC,Amaranthus,2500,3000,2750
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ) APMC,Banana - Green,3000,3000,3000
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ) APMC,Coconut,6000,7000,6500
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),3000,3000,3000
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),5000,5000,5000
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),5000,6000,5500
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ) APMC,Yam(Ratalu),5000,5000,5000
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ) APMC,Mint(Pudina),3000,3000,3000
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ) APMC,Garlic,15200,15600,15400
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ) APMC,Cauliflower,2400,2500,2450
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ) APMC,Groundnut,6400,6800,6600
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ) APMC,Cluster beans,3800,4000,3900
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ) APMC,Green Chilli,3800,4000,3900
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ) APMC,Banana - Green,2800,3000,2900
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ) APMC,Cabbage,2200,2400,2300
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ) APMC,Thondekai,5200,5500,5350
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ) APMC,Capsicum,5700,6000,5850
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ) APMC,Green Avare(W),3300,3500,3400
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ) APMC,Guava,4700,5000,4850
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ) APMC,Onion Green,3200,3400,3300
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ) APMC,Sweet Corn ,2400,2600,2500
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ) APMC,Garlic,14500,15000,14750
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ) APMC,Brinjal,2400,2500,2450
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ) APMC,Groundnut,6200,6500,6350
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ) APMC,Coriander(Leaves),4700,5000,4850
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ) APMC,Green Peas,5700,6000,5850
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ) APMC,Coconut,7500,8000,7750
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ) APMC,Sweet Corn ,1800,2000,1900
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,Green Peas,6600,7000,6800
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,Tomato,1400,1700,1550
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,Bottle gourd,1400,1600,1500
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,Pumpkin,1200,1500,1350
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,Tapioca,2000,2500,2250
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,Papaya,2600,3000,2800
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,Lemon,14500,15000,14750
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,Sweet Corn ,2800,3000,2900
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,Garlic,12000,15600,13800
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,Onion,2000,2600,2300
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,Cluster beans,4000,4000,4000
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,Bottle gourd,1500,1500,1500
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,Green Chilli,4000,4000,4000
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,Potato,2500,2800,2650
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,Snakeguard,2000,2000,2000
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),3400,3400,3400
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,Green Avare(W),3500,3500,3500
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,Drumstick,3000,4000,3500
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),6000,7000,6500
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Green Peas,6000,7000,6500
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Papaya,3000,4000,3500
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Beans,8000,9000,8500
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Tapioca,3000,3600,3300
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Coconut,5500,6000,5750
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Carrot,5000,6000,5500
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Snakeguard,3000,4000,3500
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Beetroot,4000,5000,4500
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Drumstick,5000,6000,5500
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Lime,13000,14000,13500
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Guava,3000,4000,3500
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Indian Beans(Seam),6000,7000,6500
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),4000,5000,4500
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Onion Green,3600,4000,3800
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Onion,3000,3600,3300
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Potato,3600,4000,3800
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Papaya,2500,3000,2750
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Pumpkin,1500,2000,1750
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Amaranthus,2500,3000,2750
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Banana - Green,2600,3000,2800
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Coriander(Leaves),3000,3600,3300
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Beetroot,4600,5000,4800
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Raddish,3000,4000,3500
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Chow Chow,2600,3000,2800
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Onion Green,3000,4000,3500
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Mint(Pudina),2500,3000,2750
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ) APMC,Papaya,2200,2600,2400
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ) APMC,Cluster beans,3000,3400,3200
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ) APMC,Ashgourd,1600,1800,1700
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),4000,4400,4200
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ) APMC,Green Chilli,3400,3800,3600
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ) APMC,Snakeguard,3400,3800,3600
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),3600,4000,3800
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ) APMC,Guava,5000,5500,5250
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ) APMC,Onion,2500,3000,2750
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ) APMC,Brinjal,3400,3600,3500
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ) APMC,Banana,3000,3500,3250
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ) APMC,Bitter gourd,3000,3400,3200
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ) APMC,Amaranthus,3500,4000,3750
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ) APMC,Ginger(Green),6000,6500,6250
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ) APMC,Carrot,4200,4800,4500
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ) APMC,Brinjal,1400,1800,1600
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ) APMC,Papaya,2000,2400,2200
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ) APMC,Cabbage,1000,1200,1100
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),2200,2600,2400
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ) APMC,Green Avare(W),4000,4400,4200
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ) APMC,Mint(Pudina),4000,4500,4250
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Water Melon,1200,1800,1500
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Amaranthus,2500,3500,3000
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Banana - Green,2500,3500,3000
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Cabbage,800,1200,1000
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Groundnut,6000,8000,7000
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Thondekai,3000,3500,3250
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Karbuja(Musk Melon),2500,3000,2750
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Mashrooms,22000,26000,24000
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ) APMC,Cauliflower,2500,3000,2750
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ) APMC,Amaranthus,1200,1500,1350
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ) APMC,Beans,4000,4500,4250
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ) APMC,Ginger(Green),6500,7000,6750
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ) APMC,Brinjal,3500,4000,3750
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ) APMC,Papaya,4500,5000,4750
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ) APMC,Cabbage,1500,2000,1750
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ) APMC,Chow Chow,2000,2500,2250
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Onion,2500,2500,2500
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Potato,2500,2500,2500
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Grapes,7000,7000,7000
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Carrot,3000,3000,3000
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Coriander(Leaves),5000,5000,5000
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),3000,3000,3000
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Raddish,2500,3000,2750
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Chow Chow,2500,2500,2500
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Drumstick,4000,4000,4000
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Yam(Ratalu),4000,4000,4000
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Potato,2500,3000,2750
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Cauliflower,3500,4000,3750
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Chikoos(Sapota),4500,5000,4750
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Papaya,2500,3000,2750
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Ashgourd,1500,2000,1750
